CLASS,LABEL,PATH,NUM_FRAMES,NUM_SEC,FPS
Run-Side,0,train/Run-Side/2670-5_70111_0.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_6.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_3.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_22.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_28.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_15.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_28.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_30.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_32.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_11.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_6.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_5.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_6.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_18.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_29.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_32.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_9.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_19.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_13.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_5.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_5.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_28.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_31.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_24.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_10.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_24.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_6.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_23.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_16.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_14.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_8.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_20.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_19.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_14.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_18.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_28.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_32.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_20.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_23.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_8.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_22.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_20.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_17.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_18.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_1.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_13.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_14.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_10.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_23.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_31.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_32.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_1.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_30.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_22.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_9.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_10.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_14.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_15.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_9.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_16.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_25.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_23.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_29.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_19.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_17.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_12.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_7.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_13.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_4.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_0.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_12.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_14.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_15.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_4.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_12.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_2.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_30.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_7.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_9.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_29.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_10.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_11.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_19.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_32.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_29.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_15.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_1.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_20.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_18.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_1.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_24.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_24.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_25.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_2.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_11.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_4.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_11.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_13.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_12.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_20.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_29.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_25.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_22.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_8.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_22.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_0.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_21.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_21.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_31.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_0.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_4.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_30.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_13.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_7.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_21.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_2.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_4.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_21.mp4,65,6,10
Run-Side,0,train/Run-Side/2670-5_70111_27.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_5.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_12.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_16.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_3.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_2.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_23.mp4,65,6,10
Run-Side,0,train/Run-Side/5373-10_70026_11.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700000_6.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_9.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_6.mp4,65,6,10
Run-Side,0,train/Run-Side/6065-8_70110_21.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_27.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_700950_7.mp4,65,6,10
Run-Side,0,train/Run-Side/5238-17_701581_26.mp4,65,6,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_22.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_28.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_38.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_30.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_25.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_8.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_5.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_15.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_7.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_39.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_15.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_32.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_19.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_11.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_10.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_15.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_32.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_27.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_18.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_19.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_26.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_4.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_35.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_35.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_9.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_9.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_1.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_29.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_25.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_4.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_11.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_39.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_29.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_35.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_33.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_38.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_20.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_3.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_5.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_9.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_25.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_12.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_1.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_24.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_29.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_14.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_10.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_37.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_3.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_29.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_23.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_30.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_33.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_3.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_7.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_17.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_14.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_38.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_6.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_12.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_27.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_13.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_30.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_10.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_30.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_11.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_36.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_21.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_20.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_23.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_17.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_16.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_15.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_24.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_27.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_11.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_4.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_33.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_19.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_12.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_32.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_31.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_20.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_28.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_23.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_31.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_29.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_34.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_8.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_35.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_36.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_5.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_34.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_14.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_26.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_7.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_2.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_34.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_1.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_26.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_11.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_8.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_2.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_5.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_32.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_39.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_31.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_24.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_26.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_13.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_18.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_19.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_25.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_7.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_22.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_27.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_21.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_36.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_13.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_6.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_39.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_37.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_17.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_1.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_34.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_14.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_13.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_23.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_20.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_31.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_0.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_23.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_12.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_32.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_4.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_0.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_0.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_6.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_9.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_8.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_2.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_25.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_28.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_3.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_21.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_6.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_39.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0461_28.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_26.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_31.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_3.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_20.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_0.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0855_7.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_18.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/4367-6_70167_13.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid6_214_6.mp4,75,7,10
Swing-SideAngle,1,train/Swing-SideAngle/vid1_0674_37.mp4,75,7,10
